"时间","下次更新","排名","分数","播放","传播","喜好","畅销","推荐"
"1693039200000","2023.08.26 17:05","575","19.88","41.10","0.00","1.69","61.81","0.20"
"1693040400000","2023.08.26 17:25","576","19.93","41.12","0.00","1.69","61.94","0.20"
"1.693041e+12","2023.08.26 17:35","576","19.93","41.13","0.00","1.69","61.94","0.20"
"1693041600000","2023.08.26 17:45","576","19.94","41.14","0.00","1.70","61.94","0.20"
"1693042800000","2023.08.26 18:05","576","19.95","41.16","0.00","1.70","61.94","0.20"
"1.693044e+12","2023.08.26 18:25","576","19.96","41.18","0.00","1.70","61.94","0.20"
"1693044600000","2023.08.26 18:35","576","19.96","41.18","0.00","1.70","61.94","0.20"
"1693045200000","2023.08.26 18:45","576","19.97","41.19","0.00","1.70","61.94","0.20"
"1693046400000","2023.08.26 19:05","576","19.98","41.20","0.00","1.70","61.94","0.20"
"1693047600000","2023.08.26 19:25","576","19.99","41.22","0.00","1.70","61.94","0.20"
"1693048200000","2023.08.26 19:35","577","19.99","41.23","0.00","1.70","61.94","0.20"
"1693048800000","2023.08.26 19:45","577","20.00","41.24","0.00","1.70","61.94","0.20"
"1.69305e+12","2023.08.26 20:05","578","20.00","41.25","0.00","1.70","61.94","0.20"
"1693051800000","2023.08.26 20:35","577","20.03","41.26","0.00","1.70","62.02","0.20"
"1.693053e+12","2023.08.26 20:55","579","20.04","41.27","0.00","1.70","62.02","0.20"
"1693053600000","2023.08.26 21:05","579","20.04","41.28","0.00","1.70","62.02","0.20"
"1693054800000","2023.08.26 21:25","580","20.05","41.29","0.00","1.70","62.02","0.20"
"1.693056e+12","2023.08.26 21:45","580","20.06","41.30","0.00","1.71","62.04","0.20"
"1693057200000","2023.08.26 22:05","580","20.07","41.31","0.00","1.72","62.04","0.20"
"1693057800000","2023.08.26 22:15","580","20.08","41.32","0.00","1.76","62.04","0.20"
"1.693059e+12","2023.08.26 22:35","583","20.11","41.34","0.00","1.80","62.10","0.20"
"1693059600000","2023.08.26 22:45","583","20.12","41.35","0.00","1.80","62.10","0.20"
"1693060800000","2023.08.26 23:05","583","20.13","41.36","0.00","1.84","62.10","0.20"
"1.693062e+12","2023.08.26 23:25","583","20.13","41.37","0.00","1.84","62.10","0.20"
"1693062600000","2023.08.26 23:35","581","20.17","41.37","0.00","1.84","62.26","0.20"
"1693063200000","2023.08.26 23:45","581","20.18","41.37","0.00","1.86","62.26","0.20"
"1693064400000","2023.08.27 00:05","581","20.18","41.38","0.00","1.87","62.26","0.20"
"1693065600000","2023.08.27 00:25","581","20.19","41.39","0.00","1.89","62.26","0.20"
"1693066800000","2023.08.27 00:45","582","20.20","41.40","0.00","1.89","62.26","0.20"
"1693067400000","2023.08.27 00:55","581","20.21","41.41","0.00","1.89","62.31","0.20"
"1.693068e+12","2023.08.27 01:05","581","20.22","41.41","0.00","1.89","62.33","0.20"
"1693068600000","2023.08.27 01:15","582","20.23","41.42","0.00","1.89","62.33","0.20"
"1693069800000","2023.08.27 01:35","583","20.23","41.43","0.00","1.89","62.33","0.20"
"1693070400000","2023.08.27 01:45","583","20.23","41.43","0.00","1.89","62.33","0.20"
"1693071600000","2023.08.27 02:05","583","20.24","41.45","0.00","1.89","62.33","0.20"
"1693072800000","2023.08.27 02:25","583","20.25","41.46","0.00","1.89","62.33","0.20"
"1693073400000","2023.08.27 02:35","583","20.26","41.46","0.00","1.92","62.34","0.20"
"1.693074e+12","2023.08.27 02:45","583","20.26","41.47","0.00","1.92","62.34","0.20"
"1693075200000","2023.08.27 03:05","582","20.28","41.48","0.00","1.92","62.41","0.20"
"1693075800000","2023.08.27 03:15","582","20.29","41.49","0.00","1.92","62.41","0.20"
"1.693077e+12","2023.08.27 03:35","582","20.29","41.49","0.00","1.92","62.41","0.20"
"1693077600000","2023.08.27 03:45","582","20.29","41.50","0.00","1.92","62.41","0.20"
"1693078800000","2023.08.27 04:05","582","20.30","41.51","0.00","1.92","62.41","0.20"
"1.69308e+12","2023.08.27 04:25","582","20.30","41.51","0.00","1.92","62.41","0.20"
"1693080600000","2023.08.27 04:35","582","20.30","41.52","0.00","1.92","62.41","0.20"
"1693081200000","2023.08.27 04:45","582","20.31","41.52","0.00","1.92","62.41","0.20"
"1693082400000","2023.08.27 05:05","582","20.31","41.53","0.00","1.92","62.41","0.20"
"1.693083e+12","2023.08.27 05:15","582","20.31","41.53","0.00","1.92","62.41","0.20"
"1693084200000","2023.08.27 05:35","583","20.32","41.54","0.00","1.92","62.41","0.20"
"1693084800000","2023.08.27 05:45","583","20.32","41.54","0.00","1.92","62.41","0.20"
"1.693086e+12","2023.08.27 06:05","583","20.32","41.54","0.00","1.92","62.41","0.20"
"1693087200000","2023.08.27 06:25","584","20.33","41.55","0.00","1.92","62.41","0.20"
"1693087800000","2023.08.27 06:35","584","20.33","41.55","0.00","1.92","62.41","0.20"
"1693088400000","2023.08.27 06:45","584","20.33","41.55","0.00","1.92","62.41","0.20"
"1693089600000","2023.08.27 07:05","585","20.33","41.56","0.00","1.92","62.41","0.20"
"1693090800000","2023.08.27 07:25","585","20.33","41.56","0.00","1.92","62.41","0.20"
"1693091400000","2023.08.27 07:35","585","20.33","41.56","0.00","1.92","62.41","0.20"
"1.693092e+12","2023.08.27 07:45","585","20.33","41.56","0.00","1.92","62.41","0.20"
"1693093200000","2023.08.27 08:05","586","20.34","41.57","0.00","1.92","62.41","0.20"
"1693096800000","2023.08.27 09:05","588","20.35","41.59","0.00","1.93","62.41","0.20"
"1693100400000","2023.08.27 10:05","589","20.38","41.61","0.00","1.93","62.47","0.20"
"1693101600000","2023.08.27 10:25","589","20.38","41.62","0.00","1.93","62.47","0.20"
"1693102800000","2023.08.27 10:45","590","20.39","41.63","0.00","1.93","62.47","0.20"
"1.693104e+12","2023.08.27 11:05","591","20.40","41.65","0.00","1.93","62.47","0.20"
"1693105200000","2023.08.27 11:25","591","20.41","41.66","0.00","1.93","62.47","0.20"
"1693105800000","2023.08.27 11:35","591","20.41","41.67","0.00","1.93","62.47","0.20"
"1693106400000","2023.08.27 11:45","591","20.41","41.67","0.00","1.93","62.47","0.20"
"1693107600000","2023.08.27 12:05","592","20.42","41.68","0.00","1.93","62.47","0.20"
"1693108800000","2023.08.27 12:25","592","20.43","41.69","0.00","1.93","62.47","0.20"
"1693109400000","2023.08.27 12:35","592","20.43","41.70","0.00","1.93","62.47","0.20"
"1.69311e+12","2023.08.27 12:45","592","20.43","41.70","0.00","1.93","62.47","0.20"
"1693111200000","2023.08.27 13:05","592","20.44","41.72","0.00","1.93","62.47","0.20"
"1693112400000","2023.08.27 13:25","592","20.45","41.73","0.00","1.93","62.49","0.20"
"1.693113e+12","2023.08.27 13:35","592","20.46","41.73","0.00","1.93","62.49","0.20"
"1693113600000","2023.08.27 13:45","592","20.46","41.74","0.00","1.93","62.49","0.20"
"1693114800000","2023.08.27 14:05","592","20.48","41.75","0.00","1.95","62.52","0.20"
"1.693116e+12","2023.08.27 14:25","592","20.50","41.77","0.00","1.95","62.58","0.20"
"1693116600000","2023.08.27 14:35","592","20.50","41.77","0.00","1.95","62.58","0.20"
"1693117200000","2023.08.27 14:45","592","20.51","41.78","0.00","1.95","62.58","0.20"
"1693118400000","2023.08.27 15:05","591","20.53","41.80","0.00","1.95","62.62","0.20"
"1693119600000","2023.08.27 15:25","592","20.54","41.81","0.00","1.95","62.67","0.20"
"1693120200000","2023.08.27 15:35","593","20.55","41.81","0.00","1.95","62.67","0.20"
"1693120800000","2023.08.27 15:45","593","20.55","41.82","0.00","1.95","62.67","0.20"
"1.693122e+12","2023.08.27 16:05","592","20.57","41.84","0.00","1.99","62.67","0.20"
"1693123200000","2023.08.27 16:25","591","20.62","41.86","0.00","1.99","62.85","0.20"
"1693123800000","2023.08.27 16:35","591","20.64","41.87","0.00","1.99","62.89","0.20"
"1693124400000","2023.08.27 16:45","590","20.65","41.88","0.00","1.99","62.89","0.20"
"1693125600000","2023.08.27 17:05","590","20.67","41.90","0.00","2.02","62.94","0.20"
"1693126800000","2023.08.27 17:25","590","20.70","41.92","0.00","2.04","63.00","0.20"
"1693127400000","2023.08.27 17:35","590","20.71","41.93","0.00","2.04","63.00","0.20"
"1.693128e+12","2023.08.27 17:45","588","20.74","41.94","0.00","2.04","63.14","0.20"
"1693129200000","2023.08.27 18:05","588","20.75","41.95","0.00","2.04","63.14","0.20"
"1693130400000","2023.08.27 18:25","591","20.76","41.96","0.00","2.04","63.14","0.20"
"1.693131e+12","2023.08.27 18:35","591","20.77","41.97","0.00","2.04","63.16","0.20"
"1693131600000","2023.08.27 18:45","591","20.77","41.97","0.00","2.04","63.16","0.20"
"1693132800000","2023.08.27 19:05","590","20.79","41.98","0.00","2.04","63.21","0.20"
"1693133400000","2023.08.27 19:15","590","20.79","41.99","0.00","2.06","63.21","0.20"
"1693134600000","2023.08.27 19:35","590","20.80","42.00","0.00","2.06","63.21","0.20"
"1693135200000","2023.08.27 19:45","590","20.81","42.01","0.00","2.06","63.21","0.20"
"1693136400000","2023.08.27 20:05","590","20.82","42.02","0.00","2.06","63.21","0.20"
"1693138200000","2023.08.27 20:35","590","20.82","42.03","0.00","2.06","63.21","0.20"
"1693139400000","2023.08.27 20:55","590","20.83","42.05","0.00","2.09","63.21","0.20"
"1.69314e+12","2023.08.27 21:05","590","20.84","42.05","0.00","2.09","63.21","0.20"
"1693141200000","2023.08.27 21:25","591","20.84","42.06","0.00","2.09","63.21","0.20"
"1693142400000","2023.08.27 21:45","591","20.84","42.06","0.00","2.09","63.21","0.20"
"1693143600000","2023.08.27 22:05","592","20.92","42.08","0.00","2.12","63.48","0.20"
"1693144800000","2023.08.27 22:25","592","20.92","42.08","0.00","2.13","63.48","0.20"
"1693145400000","2023.08.27 22:35","594","20.93","42.09","0.00","2.13","63.48","0.20"
"1.693146e+12","2023.08.27 22:45","594","20.93","42.09","0.00","2.13","63.48","0.20"
"1693147200000","2023.08.27 23:05","594","20.93","42.10","0.00","2.13","63.48","0.20"
"1693148400000","2023.08.27 23:25","594","20.94","42.11","0.00","2.13","63.48","0.20"
"1.693149e+12","2023.08.27 23:35","594","20.95","42.12","0.00","2.14","63.50","0.20"
"1693149600000","2023.08.27 23:45","594","20.97","42.12","0.00","2.14","63.50","0.25"
"1693150800000","2023.08.28 00:05","594","20.99","42.13","0.00","2.18","63.53","0.25"
"1.693152e+12","2023.08.28 00:25","0","0.00","0.00","0.00","0.00","0.00","0.00"
"1693152600000","2023.08.28 00:35","809","0.03","2.36","0.00","0.00","0.00","0.00"
"1693153800000","2023.08.28 00:55","815","0.21","6.55","0.00","0.06","0.32","0.00"
"1693154400000","2023.08.28 01:05","814","0.36","8.47","0.00","0.06","0.32","0.00"
"1693155600000","2023.08.28 01:25","790","0.84","12.80","0.00","0.06","1.15","0.00"
"1693156200000","2023.08.28 01:35","792","1.04","14.28","0.00","0.06","1.15","0.00"
"1693156800000","2023.08.28 01:45","786","1.21","15.45","0.00","0.06","1.15","0.00"
"1.693158e+12","2023.08.28 02:05","805","1.37","16.43","0.00","0.08","1.15","0.00"
"1693159200000","2023.08.28 02:25","795","1.59","17.72","0.00","0.08","1.15","0.00"
"1693159800000","2023.08.28 02:35","811","1.61","17.85","0.00","0.08","1.15","0.00"
"1693160400000","2023.08.28 02:45","816","1.63","18.00","0.00","0.08","1.15","0.00"
"1693161600000","2023.08.28 03:05","830","1.69","18.30","0.00","0.08","1.15","0.00"
"1693162200000","2023.08.28 03:15","823","1.76","18.67","0.00","0.08","1.15","0.00"
"1693163400000","2023.08.28 03:35","819","1.90","19.42","0.00","0.11","1.15","0.00"
"1.693164e+12","2023.08.28 03:45","813","1.98","19.85","0.00","0.15","1.15","0.00"
"1693165200000","2023.08.28 04:05","812","2.08","20.37","0.00","0.15","1.15","0.00"
"1693166400000","2023.08.28 04:25","815","2.13","20.59","0.00","0.15","1.15","0.00"
"1.693167e+12","2023.08.28 04:35","819","2.14","20.66","0.00","0.15","1.15","0.00"
"1693167600000","2023.08.28 04:45","821","2.16","20.74","0.00","0.15","1.15","0.00"
"1693168800000","2023.08.28 05:05","823","2.19","20.87","0.00","0.15","1.15","0.00"
"1693169400000","2023.08.28 05:15","819","2.28","21.34","0.00","0.15","1.15","0.00"
"1693170600000","2023.08.28 05:35","825","2.30","21.42","0.00","0.15","1.15","0.00"
"1693171800000","2023.08.28 05:55","818","2.40","21.91","0.00","0.15","1.15","0.00"
"1693172400000","2023.08.28 06:05","816","2.46","22.18","0.00","0.15","1.15","0.00"
"1693173600000","2023.08.28 06:25","815","2.55","22.60","0.00","0.15","1.15","0.00"
"1693174200000","2023.08.28 06:35","820","2.56","22.65","0.00","0.15","1.15","0.00"
"1693174800000","2023.08.28 06:45","819","2.60","22.82","0.00","0.15","1.15","0.00"
"1.693176e+12","2023.08.28 07:05","820","2.67","23.11","0.00","0.15","1.15","0.00"
"1693177200000","2023.08.28 07:25","823","2.72","23.32","0.00","0.15","1.15","0.00"
"1693177800000","2023.08.28 07:35","830","2.74","23.41","0.00","0.15","1.15","0.00"
"1693178400000","2023.08.28 07:45","825","2.80","23.53","0.00","0.15","1.60","0.00"
"1693179600000","2023.08.28 08:05","834","2.91","23.99","0.00","0.15","1.60","0.00"
"1693183200000","2023.08.28 09:05","871","3.11","24.80","0.00","0.15","1.60","0.00"
"1693186800000","2023.08.28 10:05","887","3.31","25.64","0.00","0.15","1.60","0.00"
"1.693188e+12","2023.08.28 10:25","884","3.43","26.09","0.00","0.15","1.60","0.00"
"1693189200000","2023.08.28 10:45","893","3.46","26.22","0.00","0.15","1.60","0.00"
"1693190400000","2023.08.28 11:05","900","3.50","26.36","0.00","0.15","1.60","0.00"
"1693191600000","2023.08.28 11:25","908","3.52","26.43","0.00","0.15","1.60","0.00"
"1693192200000","2023.08.28 11:35","912","3.53","26.47","0.00","0.15","1.60","0.00"
"1693192800000","2023.08.28 11:45","915","3.55","26.56","0.00","0.15","1.60","0.00"
"1.693194e+12","2023.08.28 12:05","921","3.57","26.62","0.00","0.15","1.60","0.00"
"1693195200000","2023.08.28 12:25","926","3.58","26.70","0.00","0.15","1.60","0.00"
"1693195800000","2023.08.28 12:35","924","3.60","26.77","0.00","0.15","1.60","0.00"
"1.693197e+12","2023.08.28 12:55","928","3.64","26.89","0.00","0.15","1.60","0.00"
"1693197600000","2023.08.28 13:05","929","3.64","26.92","0.00","0.17","1.60","0.00"
"1693198800000","2023.08.28 13:25","928","3.76","27.12","0.00","0.19","2.18","0.00"
"1693199400000","2023.08.28 13:35","920","3.88","27.21","0.00","0.19","3.10","0.00"
"1.6932e+12","2023.08.28 13:45","921","3.92","27.37","0.00","0.19","3.10","0.00"
"1693201200000","2023.08.28 14:05","922","3.98","27.58","0.00","0.19","3.10","0.00"
"1693202400000","2023.08.28 14:25","884","4.38","27.82","0.00","0.23","6.21","0.00"
"1693203600000","2023.08.28 14:45","884","4.44","28.02","0.00","0.23","6.21","0.00"
"1693204800000","2023.08.28 15:05","875","4.58","28.13","0.00","0.24","7.22","0.00"
"1.693206e+12","2023.08.28 15:25","878","4.63","28.30","0.00","0.24","7.22","0.00"
"1693206600000","2023.08.28 15:35","877","4.66","28.40","0.00","0.24","7.22","0.00"
"1693207800000","2023.08.28 15:55","870","4.80","28.57","0.00","0.26","7.96","0.00"
"1693208400000","2023.08.28 16:05","872","4.81","28.62","0.00","0.26","7.96","0.00"
"1693209600000","2023.08.28 16:25","870","4.87","28.83","0.00","0.26","7.96","0.00"
"1693210800000","2023.08.28 16:45","877","4.92","28.98","0.00","0.26","7.96","0.00"
"1.693212e+12","2023.08.28 17:05","877","4.97","29.14","0.00","0.26","7.96","0.00"
"1693213200000","2023.08.28 17:25","878","5.01","29.27","0.00","0.26","7.96","0.00"
"1693214400000","2023.08.28 17:45","881","5.03","29.34","0.00","0.26","7.96","0.00"
"1693214400000","2023.08.28 17:45","881","5.03","29.34","0.00","0.26","7.96","0.00"
"1693215600000","2023.08.28 18:05","878","5.11","29.58","0.00","0.26","7.96","0.00"
"1693217400000","2023.08.28 18:35","876","5.25","29.90","0.00","0.27","8.32","0.00"
"1.693218e+12","2023.08.28 18:45","876","5.28","30.00","0.00","0.27","8.32","0.00"
"1693218600000","2023.08.28 18:55","877","5.29","30.03","0.00","0.27","8.32","0.00"
"1693219200000","2023.08.28 19:05","874","5.35","30.06","0.00","0.27","8.71","0.00"
"1693220400000","2023.08.28 19:25","873","5.40","30.22","0.00","0.27","8.71","0.00"
"1.693221e+12","2023.08.28 19:35","877","5.40","30.22","0.00","0.27","8.71","0.00"
"1693222200000","2023.08.28 19:55","847","5.67","30.32","0.00","0.27","10.64","0.00"
"1693222800000","2023.08.28 20:05","847","5.70","30.42","0.00","0.27","10.64","0.00"
"1693224600000","2023.08.28 20:35","842","5.88","30.58","0.00","0.28","11.68","0.00"
"1693226400000","2023.08.28 21:05","835","5.99","30.79","0.00","0.28","11.96","0.00"
"1693227600000","2023.08.28 21:25","834","6.06","30.86","0.00","0.28","12.30","0.00"
"1693228800000","2023.08.28 21:45","838","6.09","30.97","0.00","0.28","12.30","0.00"
"1.69323e+12","2023.08.28 22:05","833","6.22","31.08","0.00","0.28","12.98","0.00"
"1693231200000","2023.08.28 22:25","830","6.41","31.25","0.00","0.28","13.98","0.00"
"1693231800000","2023.08.28 22:35","830","6.42","31.28","0.00","0.28","13.98","0.00"
"1693232400000","2023.08.28 22:45","832","6.43","31.31","0.00","0.28","13.98","0.00"
"1693233600000","2023.08.28 23:05","820","6.61","31.36","0.00","0.28","15.18","0.00"
"1693234800000","2023.08.28 23:25","820","6.63","31.42","0.00","0.31","15.18","0.00"
"1693235400000","2023.08.28 23:35","823","6.64","31.45","0.00","0.31","15.18","0.00"
"1.693236e+12","2023.08.28 23:45","798","6.97","31.47","0.00","0.32","17.53","0.00"
"1693237200000","2023.08.29 00:05","797","7.00","31.56","0.00","0.34","17.53","0.00"
"1693238400000","2023.08.29 00:25","788","7.10","31.60","0.00","0.37","18.11","0.00"
"1693239600000","2023.08.29 00:45","785","7.16","31.77","0.00","0.38","18.11","0.00"
"1693240800000","2023.08.29 01:05","782","7.20","31.87","0.00","0.38","18.11","0.00"
"1.693242e+12","2023.08.29 01:25","781","7.22","31.93","0.00","0.40","18.11","0.00"
"1693242600000","2023.08.29 01:35","783","7.24","31.98","0.00","0.40","18.11","0.00"
"1693243200000","2023.08.29 01:45","782","7.27","32.05","0.00","0.40","18.11","0.00"
"1693244400000","2023.08.29 02:05","776","7.31","32.17","0.00","0.40","18.11","0.00"
"1693245600000","2023.08.29 02:25","774","7.33","32.22","0.00","0.41","18.11","0.00"
"1693246800000","2023.08.29 02:45","777","7.34","32.24","0.00","0.41","18.11","0.00"
"1.693248e+12","2023.08.29 03:05","776","7.36","32.29","0.00","0.41","18.11","0.00"
"1693249200000","2023.08.29 03:25","774","7.38","32.34","0.00","0.41","18.11","0.02"
"1693249800000","2023.08.29 03:35","771","7.39","32.38","0.00","0.41","18.11","0.02"
"1693250400000","2023.08.29 03:45","771","7.40","32.38","0.00","0.41","18.11","0.02"
"1693251600000","2023.08.29 04:05","771","7.41","32.42","0.00","0.41","18.11","0.02"
"1693252800000","2023.08.29 04:25","771","7.42","32.44","0.00","0.41","18.11","0.02"
"1693253400000","2023.08.29 04:35","772","7.42","32.44","0.00","0.41","18.11","0.02"
"1.693254e+12","2023.08.29 04:45","771","7.43","32.47","0.00","0.41","18.11","0.02"
"1693255200000","2023.08.29 05:05","771","7.44","32.50","0.00","0.41","18.11","0.02"
"1693256400000","2023.08.29 05:25","771","7.45","32.53","0.00","0.41","18.11","0.02"
"1.693257e+12","2023.08.29 05:35","770","7.45","32.54","0.00","0.41","18.11","0.02"
"1693257600000","2023.08.29 05:45","772","7.45","32.54","0.00","0.41","18.11","0.02"
"1693258800000","2023.08.29 06:05","770","7.47","32.59","0.00","0.41","18.11","0.02"
"1.69326e+12","2023.08.29 06:25","771","7.49","32.63","0.00","0.41","18.11","0.02"
"1693260600000","2023.08.29 06:35","772","7.49","32.64","0.00","0.41","18.11","0.02"
"1693261200000","2023.08.29 06:45","772","7.50","32.67","0.00","0.41","18.11","0.02"
"1693262400000","2023.08.29 07:05","770","7.52","32.72","0.00","0.41","18.11","0.02"
"1693263600000","2023.08.29 07:25","770","7.53","32.75","0.00","0.41","18.11","0.02"
"1693264200000","2023.08.29 07:35","770","7.54","32.77","0.00","0.41","18.11","0.02"
"1693265400000","2023.08.29 07:55","771","7.55","32.81","0.00","0.41","18.11","0.02"
"1.693266e+12","2023.08.29 08:05","770","7.57","32.86","0.00","0.41","18.11","0.02"
"1693269600000","2023.08.29 09:05","773","7.67","33.11","0.00","0.44","18.11","0.02"
"1693272600000","2023.08.29 09:55","777","7.73","33.25","0.00","0.44","18.11","0.02"
"1693276200000","2023.08.29 10:55","781","7.89","33.39","0.00","0.44","18.87","0.02"
"1.693278e+12","2023.08.29 11:25","782","7.93","33.48","0.00","0.44","18.87","0.02"
"1693278600000","2023.08.29 11:35","784","7.93","33.49","0.00","0.44","18.87","0.02"
"1693279200000","2023.08.29 11:45","783","7.95","33.53","0.00","0.44","18.87","0.02"
"1693280400000","2023.08.29 12:05","781","8.02","33.58","0.00","0.44","19.29","0.02"
"1693281600000","2023.08.29 12:25","781","8.04","33.62","0.00","0.44","19.29","0.02"
"1693282200000","2023.08.29 12:35","786","8.04","33.63","0.00","0.44","19.29","0.02"
"1693282800000","2023.08.29 12:45","785","8.07","33.68","0.00","0.46","19.29","0.02"
"1.693284e+12","2023.08.29 13:05","786","8.08","33.72","0.00","0.46","19.29","0.02"
"1693285200000","2023.08.29 13:25","789","8.10","33.78","0.00","0.46","19.29","0.02"
"1693285800000","2023.08.29 13:35","789","8.12","33.81","0.00","0.47","19.29","0.02"
"1693286400000","2023.08.29 13:45","789","8.13","33.83","0.00","0.47","19.29","0.02"
"1693288200000","2023.08.29 14:15","788","8.20","33.90","0.00","0.50","19.57","0.02"
"1693288800000","2023.08.29 14:25","770","8.32","33.92","0.00","0.50","20.36","0.02"
"1.69329e+12","2023.08.29 14:45","776","8.33","33.95","0.00","0.50","20.36","0.02"
"1693291200000","2023.08.29 15:05","778","8.35","33.99","0.00","0.50","20.36","0.02"
"1693292400000","2023.08.29 15:25","779","8.37","34.04","0.00","0.50","20.36","0.02"
"1.693293e+12","2023.08.29 15:35","779","8.39","34.09","0.00","0.50","20.36","0.02"
"1693293600000","2023.08.29 15:45","780","8.39","34.10","0.00","0.51","20.36","0.02"
"1693294800000","2023.08.29 16:05","783","8.40","34.12","0.00","0.52","20.36","0.02"
"1.693296e+12","2023.08.29 16:25","781","8.51","34.16","0.00","0.52","20.92","0.02"
"1693297200000","2023.08.29 16:45","780","8.53","34.23","0.00","0.52","20.92","0.02"
"1693298400000","2023.08.29 17:05","778","8.57","34.31","0.00","0.52","20.92","0.02"
"1693299600000","2023.08.29 17:25","766","8.78","34.39","0.00","0.52","22.11","0.02"
"1693300200000","2023.08.29 17:35","767","8.78","34.40","0.00","0.52","22.11","0.02"
"1693300800000","2023.08.29 17:45","758","8.93","34.42","0.00","0.52","23.01","0.02"
"1.693302e+12","2023.08.29 18:05","758","8.95","34.47","0.00","0.52","23.01","0.02"
"1693303200000","2023.08.29 18:25","751","9.14","34.52","0.00","0.54","24.10","0.02"
"1693303800000","2023.08.29 18:35","750","9.18","34.62","0.00","0.54","24.10","0.02"
"1693304400000","2023.08.29 18:45","749","9.20","34.66","0.00","0.54","24.10","0.02"
"1693305600000","2023.08.29 19:05","750","9.20","34.67","0.00","0.55","24.10","0.02"
"1693306200000","2023.08.29 19:15","740","9.33","34.75","0.00","0.55","24.68","0.02"
"1.693308e+12","2023.08.29 19:45","736","9.47","34.81","0.00","0.55","25.43","0.02"
"1693308600000","2023.08.29 19:55","736","9.49","34.85","0.00","0.55","25.43","0.02"
"1693309200000","2023.08.29 20:05","736","9.50","34.88","0.00","0.55","25.43","0.02"
"1.693311e+12","2023.08.29 20:35","737","9.58","34.92","0.00","0.57","25.81","0.02"
"1693312800000","2023.08.29 21:05","737","9.63","35.04","0.00","0.57","25.81","0.02"
"1693315200000","2023.08.29 21:45","741","9.68","35.13","0.00","0.61","25.81","0.02"
"1693316400000","2023.08.29 22:05","741","9.69","35.17","0.00","0.62","25.81","0.02"
"1693317600000","2023.08.29 22:25","737","9.85","35.22","0.00","0.62","26.67","0.02"
"1693318800000","2023.08.29 22:45","738","9.86","35.24","0.00","0.62","26.67","0.02"
"1693319400000","2023.08.29 22:55","737","9.88","35.27","0.00","0.66","26.67","0.02"
"1.69332e+12","2023.08.29 23:05","737","9.89","35.28","0.00","0.66","26.67","0.02"
"1693321200000","2023.08.29 23:25","730","10.06","35.34","0.00","0.66","27.57","0.02"
"1693322400000","2023.08.29 23:45","724","10.23","35.38","0.10","0.66","28.40","0.02"
"1.693323e+12","2023.08.29 23:55","724","10.24","35.40","0.10","0.69","28.40","0.02"
"1693325400000","2023.08.30 00:35","710","10.58","35.46","0.10","0.69","30.27","0.02"
"1693327200000","2023.08.30 01:05","711","10.62","35.56","0.10","0.69","30.27","0.02"
"1693328400000","2023.08.30 01:25","711","10.64","35.60","0.10","0.69","30.27","0.02"
"1693329600000","2023.08.30 01:45","711","10.65","35.63","0.10","0.69","30.27","0.02"
"1693329600000","2023.08.30 01:45","711","10.65","35.63","0.10","0.69","30.27","0.02"
"1693330800000","2023.08.30 02:05","706","10.70","35.72","0.10","0.69","30.27","0.02"
"1.693332e+12","2023.08.30 02:25","706","10.70","35.73","0.10","0.69","30.27","0.02"
"1693333200000","2023.08.30 02:45","700","10.83","35.75","0.10","0.69","31.02","0.02"
"1693334400000","2023.08.30 03:05","700","10.84","35.77","0.10","0.69","31.02","0.02"
"1693335600000","2023.08.30 03:25","700","10.86","35.82","0.10","0.69","31.02","0.02"
"1693336200000","2023.08.30 03:35","698","10.89","35.83","0.10","0.71","31.14","0.02"
"1693336800000","2023.08.30 03:45","692","11.04","35.86","0.10","0.71","31.90","0.02"
"1.693338e+12","2023.08.30 04:05","692","11.05","35.90","0.10","0.71","31.90","0.02"
"1693339200000","2023.08.30 04:25","692","11.06","35.91","0.10","0.71","31.90","0.02"
"1693339800000","2023.08.30 04:35","694","11.07","35.93","0.10","0.71","31.90","0.02"
"1.693341e+12","2023.08.30 04:55","694","11.07","35.94","0.10","0.71","31.90","0.02"
"1693341600000","2023.08.30 05:05","694","11.08","35.95","0.10","0.71","31.90","0.02"
"1693342800000","2023.08.30 05:25","694","11.08","35.97","0.10","0.71","31.90","0.02"
"1693343400000","2023.08.30 05:35","696","11.09","35.97","0.10","0.71","31.90","0.02"
"1.693344e+12","2023.08.30 05:45","696","11.09","35.99","0.10","0.71","31.90","0.02"
"1693345200000","2023.08.30 06:05","696","11.10","36.01","0.10","0.71","31.90","0.02"
"1693346400000","2023.08.30 06:25","696","11.11","36.03","0.10","0.71","31.90","0.02"
"1.693347e+12","2023.08.30 06:35","697","11.12","36.05","0.10","0.71","31.90","0.02"
"1693347600000","2023.08.30 06:45","696","11.12","36.05","0.10","0.71","31.90","0.02"
"1693348800000","2023.08.30 07:05","695","11.14","36.09","0.10","0.71","31.90","0.02"
"1.69335e+12","2023.08.30 07:25","695","11.15","36.10","0.10","0.71","31.90","0.02"
"1693350600000","2023.08.30 07:35","695","11.15","36.12","0.10","0.71","31.90","0.02"
"1693351200000","2023.08.30 07:45","695","11.16","36.13","0.10","0.71","31.90","0.02"
"1693352400000","2023.08.30 08:05","695","11.19","36.20","0.10","0.72","31.90","0.02"
"1.693356e+12","2023.08.30 09:05","692","11.34","36.32","0.10","0.72","32.43","0.02"
"1.693359e+12","2023.08.30 09:55","688","11.50","36.44","0.10","0.72","33.00","0.02"
